EmployeeNumber,Department,JobRole,Age,MonthlyIncome,YearsAtCompany,JobSatisfaction,OverTime,Attrition,AttritionRisk,RiskTier
1043,Research & Development,Manufacturing Director,39,10880,21,1,Yes,No,0.3103,Medium
1044,Sales,Sales Representative,33,2342,2,4,No,No,0.4039,Medium
1045,Sales,Manager,45,17650,9,4,No,No,0.086,Low
1046,Research & Development,Laboratory Technician,32,4025,8,3,No,No,0.4128,Medium
1047,Sales,Sales Executive,34,9725,15,4,No,No,0.1313,Low
1048,Sales,Manager,59,11904,6,4,Yes,No,0.2616,Low
1049,Human Resources,Human Resources,45,2177,6,2,No,No,0.3359,Medium
1050,Sales,Sales Executive,53,7525,15,2,No,No,0.2098,Low
1052,Research & Development,Laboratory Technician,36,4834,1,3,No,Yes,0.6427,High
1053,Research & Development,Research Scientist,26,2042,3,1,Yes,Yes,0.8049,Critical
1055,Sales,Sales Representative,34,2220,1,3,Yes,No,0.5962,High
1056,Sales,Sales Representative,28,1052,1,2,No,No,0.7117,Critical
1060,Research & Development,Research Scientist,38,2821,2,3,No,No,0.2418,Low
1061,Research & Development,Research Director,50,19237,8,3,Yes,No,0.1774,Low
1062,Research & Development,Healthcare Representative,37,4107,4,2,No,No,0.3377,Medium
1066,Sales,Sales Executive,40,8396,7,1,No,No,0.365,Medium
1068,Research & Development,Research Scientist,26,2007,5,3,No,No,0.2145,Low
1069,Research & Development,Research Director,46,19627,2,4,No,No,0.1073,Low
1070,Sales,Sales Executive,54,10686,9,3,No,No,0.3722,Medium
1071,Research & Development,Research Scientist,56,2942,5,3,No,No,0.2002,Low
1073,Research & Development,Manufacturing Director,36,8858,14,4,No,No,0.1978,Low
1074,Research & Development,Manager,55,16756,9,1,No,No,0.2312,Low
1076,Sales,Sales Executive,43,10798,1,4,No,No,0.2597,Low
1077,Sales,Sales Representative,20,2323,2,4,Yes,Yes,0.8181,Critical
1079,Research & Development,Laboratory Technician,21,1416,1,1,No,Yes,0.8532,Critical
1080,Research & Development,Research Scientist,46,4615,16,1,Yes,No,0.2325,Low
1081,Research & Development,Research Scientist,51,2461,10,3,Yes,Yes,0.4303,Medium
1082,Research & Development,Healthcare Representative,28,8722,10,1,No,Yes,0.3546,Medium
1083,Research & Development,Laboratory Technician,26,3955,5,1,No,No,0.414,Medium
1084,Research & Development,Manufacturing Director,30,9957,6,1,No,No,0.1977,Low
1085,Research & Development,Research Scientist,41,3376,10,3,No,No,0.1517,Low
1088,Research & Development,Healthcare Representative,38,8823,19,3,No,No,0.1374,Low
1092,Research & Development,Healthcare Representative,40,10322,11,4,No,No,0.2525,Low
1094,Research & Development,Laboratory Technician,27,4621,3,3,No,No,0.2203,Low
1096,Research & Development,Manufacturing Director,55,10976,3,2,No,No,0.0896,Low
1097,Research & Development,Research Scientist,28,3660,8,3,No,No,0.1815,Low
1098,Human Resources,Human Resources,44,10482,20,1,No,Yes,0.2037,Low
1099,Research & Development,Healthcare Representative,33,7119,3,4,No,No,0.1611,Low
1100,Sales,Sales Executive,35,9582,8,1,Yes,Yes,0.5838,High
1101,Research & Development,Research Scientist,33,4508,13,3,No,Yes,0.4747,Medium
1102,Research & Development,Laboratory Technician,28,2207,4,3,No,No,0.3072,Medium
1103,Research & Development,Healthcare Representative,34,7756,6,4,No,No,0.222,Low
1105,Sales,Sales Executive,37,6694,1,4,Yes,No,0.3367,Medium
1106,Research & Development,Laboratory Technician,25,3691,7,4,Yes,Yes,0.5423,High
1107,Research & Development,Laboratory Technician,26,2377,1,3,No,Yes,0.7527,Critical
1108,Research & Development,Research Scientist,33,2313,2,2,Yes,Yes,0.932,Critical
1109,Research & Development,Manager,42,17665,22,1,No,No,0.1154,Low
1111,Research & Development,Laboratory Technician,28,2596,1,2,No,Yes,0.7204,Critical
1113,Sales,Sales Executive,50,4728,0,3,Yes,Yes,0.4573,Medium
1114,Sales,Sales Executive,33,4302,3,2,No,No,0.1842,Low
1115,Research & Development,Research Scientist,34,2979,0,4,No,No,0.2035,Low
1116,Research & Development,Manager,48,16885,5,4,No,No,0.0858,Low
1117,Sales,Sales Executive,45,5593,15,3,No,No,0.1676,Low
1118,Research & Development,Healthcare Representative,52,10445,8,2,No,No,0.258,Low
1119,Sales,Sales Executive,38,8740,8,3,Yes,No,0.2763,Low
1120,Research & Development,Research Scientist,29,2514,7,4,No,No,0.2237,Low
1121,Research & Development,Manufacturing Director,28,7655,9,2,No,No,0.0847,Low
1124,Sales,Manager,46,17465,12,3,No,No,0.1687,Low
1125,Sales,Sales Executive,38,7351,1,2,No,No,0.4283,Medium
1126,Research & Development,Manufacturing Director,43,10820,8,1,No,No,0.2394,Low
1127,Research & Development,Healthcare Representative,39,12169,18,4,No,Yes,0.3293,Medium
1128,Research & Development,Research Director,40,19626,20,3,No,No,0.1126,Low
1131,Research & Development,Research Scientist,21,2070,2,2,Yes,No,0.6896,High
1132,Research & Development,Laboratory Technician,39,6782,5,2,No,No,0.3726,Medium
1133,Research & Development,Manufacturing Director,36,7779,11,4,No,No,0.2297,Low
1135,Sales,Sales Representative,31,2791,2,4,No,No,0.4242,Medium
1136,Research & Development,Research Scientist,28,3201,5,2,No,No,0.4355,Medium
1137,Sales,Sales Executive,35,4968,5,4,No,No,0.1619,Low
1138,Sales,Sales Executive,49,13120,9,2,No,No,0.262,Low
1140,Research & Development,Manufacturing Director,34,4033,3,3,No,No,0.208,Low
1143,Research & Development,Research Scientist,29,3291,7,2,No,No,0.1578,Low
1148,Research & Development,Laboratory Technician,42,4272,1,4,No,No,0.4619,Medium
1150,Research & Development,Manufacturing Director,29,5056,10,4,Yes,No,0.4054,Medium
1152,Human Resources,Human Resources,38,2844,7,3,No,No,0.1437,Low
1154,Research & Development,Research Scientist,28,2703,3,3,Yes,No,0.5475,High
1156,Research & Development,Laboratory Technician,18,1904,0,3,No,Yes,0.7515,Critical
1157,Sales,Sales Executive,33,8224,5,1,Yes,Yes,0.6612,High
1158,Research & Development,Laboratory Technician,41,4766,1,4,Yes,No,0.5014,High
1160,Research & Development,Laboratory Technician,31,2610,2,3,No,Yes,0.5987,High
1161,Research & Development,Healthcare Representative,37,5731,6,4,No,No,0.2634,Low
1162,Research & Development,Research Scientist,27,2539,4,3,No,No,0.2684,Low
1163,Sales,Sales Executive,34,5714,6,3,No,No,0.2796,Low
1164,Human Resources,Human Resources,35,4323,5,3,No,No,0.2893,Low
1165,Sales,Sales Executive,29,7336,11,1,No,Yes,0.4941,Medium
1166,Research & Development,Research Director,40,13499,18,3,No,No,0.1868,Low
1167,Sales,Sales Executive,42,13758,21,1,Yes,Yes,0.7179,Critical
1171,Sales,Sales Executive,42,5155,6,1,No,No,0.4228,Medium
1172,Research & Development,Laboratory Technician,35,2258,8,3,No,No,0.2731,Low
1173,Research & Development,Laboratory Technician,24,3597,4,2,No,No,0.5604,High
1175,Research & Development,Laboratory Technician,28,2515,1,4,Yes,Yes,0.8228,Critical
1177,Research & Development,Laboratory Technician,26,4420,8,4,No,No,0.1296,Low
1179,Sales,Sales Executive,30,6578,10,3,No,No,0.2394,Low
1180,Research & Development,Research Scientist,40,4422,1,4,Yes,No,0.4762,Medium
1182,Research & Development,Manufacturing Director,35,10274,7,2,No,No,0.1522,Low
1184,Research & Development,Healthcare Representative,34,5343,13,1,No,No,0.2423,Low
1185,Research & Development,Laboratory Technician,35,2376,2,4,No,No,0.2908,Low
1188,Sales,Sales Executive,43,5346,4,3,No,Yes,0.7461,Critical
1190,Sales,Sales Representative,32,2827,1,1,No,No,0.3859,Medium
1191,Research & Development,Manager,56,19943,5,1,No,No,0.132,Low
1192,Research & Development,Laboratory Technician,29,3131,10,4,No,No,0.1397,Low
1193,Research & Development,Research Scientist,19,2552,1,1,No,No,0.6538,High
1195,Research & Development,Research Scientist,45,4477,3,3,Yes,No,0.3894,Medium
1196,Research & Development,Manufacturing Director,37,6474,14,4,No,No,0.0986,Low
1198,Research & Development,Laboratory Technician,20,3033,2,3,No,No,0.6917,High
1200,Research & Development,Research Scientist,44,2936,6,3,Yes,Yes,0.6332,High
1201,Research & Development,Manager,53,18606,7,3,No,No,0.0678,Low
1202,Research & Development,Research Scientist,29,2168,5,4,Yes,No,0.6109,High
1203,Research & Development,Research Scientist,22,2853,0,4,Yes,Yes,0.6761,High
1204,Sales,Manager,46,17048,26,1,No,No,0.2462,Low
1206,Research & Development,Research Scientist,44,2290,0,3,No,No,0.4371,Medium
1207,Human Resources,Human Resources,33,3600,5,3,No,No,0.177,Low
1210,Research & Development,Research Scientist,41,2107,1,1,No,Yes,0.5174,High
1211,Sales,Sales Executive,30,4115,4,1,No,No,0.3922,Medium
1212,Sales,Sales Executive,40,4327,0,2,No,No,0.3187,Medium
1215,Research & Development,Manager,50,17856,2,1,No,No,0.076,Low
1216,Research & Development,Laboratory Technician,28,3196,6,1,No,No,0.266,Low
1217,Research & Development,Research Director,46,19081,4,2,No,No,0.1111,Low
1218,Sales,Sales Executive,35,8966,7,1,Yes,No,0.3524,Medium
1219,Research & Development,Laboratory Technician,24,2210,1,2,No,Yes,0.715,Critical
1220,Sales,Sales Executive,33,4539,10,3,No,No,0.2888,Low
1221,Research & Development,Laboratory Technician,36,2741,7,3,No,No,0.1717,Low
1224,Research & Development,Laboratory Technician,30,3491,10,3,No,No,0.1882,Low
1225,Research & Development,Research Scientist,44,4541,20,4,No,No,0.1781,Low
1226,Sales,Sales Representative,20,2678,2,4,No,No,0.4836,Medium
1228,Research & Development,Manufacturing Director,46,7379,6,4,No,No,0.1126,Low
1231,Human Resources,Human Resources,42,6272,4,1,No,No,0.1628,Low
1233,Sales,Sales Executive,60,5220,11,4,Yes,No,0.1821,Low
1234,Research & Development,Laboratory Technician,32,2743,2,2,No,No,0.5486,High
1235,Research & Development,Research Scientist,32,4998,8,3,Yes,No,0.2853,Low
1237,Research & Development,Manufacturing Director,36,10252,7,1,Yes,No,0.3189,Medium
1238,Research & Development,Research Scientist,33,2781,14,4,No,No,0.1887,Low
1239,Sales,Sales Executive,40,6852,5,2,No,No,0.4231,Medium
1240,Sales,Sales Executive,25,4950,4,4,No,No,0.2771,Low
1241,Research & Development,Research Scientist,30,3579,11,2,Yes,No,0.3004,Medium
1242,Research & Development,Research Director,42,13191,1,1,Yes,No,0.518,High
1243,Sales,Sales Executive,35,10377,13,4,Yes,No,0.3268,Medium
1244,Research & Development,Research Scientist,27,2235,9,1,Yes,No,0.6253,High
1245,Research & Development,Manufacturing Director,54,10502,5,3,No,No,0.1206,Low
1246,Research & Development,Research Scientist,44,2011,10,4,No,No,0.1491,Low
1248,Research & Development,Research Scientist,19,1859,1,2,Yes,Yes,0.9212,Critical
1249,Research & Development,Research Scientist,29,3760,3,4,No,No,0.152,Low
1250,Research & Development,Research Director,54,17779,10,4,No,No,0.0709,Low
1251,Research & Development,Healthcare Representative,31,6833,6,1,Yes,No,0.4864,Medium
1252,Research & Development,Healthcare Representative,31,6812,10,1,No,No,0.2764,Low
1254,Sales,Sales Executive,59,5171,6,4,No,No,0.3182,Medium
1255,Research & Development,Research Director,43,19740,8,4,No,No,0.0919,Low
1256,Research & Development,Manager,49,18711,1,3,No,No,0.1388,Low
1257,Research & Development,Research Scientist,36,3692,11,2,No,No,0.2325,Low
1258,Research & Development,Laboratory Technician,48,2559,1,2,No,No,0.3851,Medium
1259,Research & Development,Research Scientist,27,2517,5,3,No,No,0.1901,Low
1260,Research & Development,Healthcare Representative,29,6623,6,4,Yes,No,0.2917,Low
1263,Research & Development,Research Director,48,18265,1,4,No,No,0.1092,Low
1264,Research & Development,Research Director,29,16124,7,4,No,No,0.0767,Low
1265,Research & Development,Research Scientist,34,2585,1,3,No,No,0.3372,Medium
1267,Sales,Manager,44,18213,22,2,No,No,0.1384,Low
1268,Sales,Sales Executive,33,8380,9,3,Yes,No,0.1697,Low
1269,Research & Development,Research Scientist,19,2994,1,4,Yes,No,0.7423,Critical
1270,Research & Development,Research Scientist,23,1223,1,3,No,No,0.4346,Medium
1273,Sales,Sales Representative,25,1118,1,4,Yes,Yes,0.9309,Critical
1275,Research & Development,Research Scientist,26,2875,8,4,Yes,No,0.6391,High
1277,Sales,Manager,45,18824,24,2,Yes,Yes,0.6063,High
1278,Research & Development,Healthcare Representative,55,13577,33,2,Yes,No,0.2644,Low
1279,Research & Development,Laboratory Technician,21,2625,2,3,No,Yes,0.81,Critical
1280,Sales,Manager,46,18789,11,2,No,No,0.1072,Low
1281,Sales,Sales Executive,34,4538,3,1,Yes,No,0.4752,Medium
1282,Sales,Manager,51,19847,29,2,Yes,No,0.255,Low
1283,Research & Development,Manufacturing Director,59,10512,9,4,No,No,0.1554,Low
1285,Research & Development,Laboratory Technician,34,4444,11,2,No,No,0.2074,Low
1286,Research & Development,Laboratory Technician,28,2154,4,3,Yes,No,0.5609,High
1288,Research & Development,Manager,44,19190,25,1,No,No,0.0789,Low
1289,Human Resources,Human Resources,34,4490,10,2,No,No,0.1796,Low
1291,Research & Development,Research Scientist,35,3506,3,3,Yes,No,0.4322,Medium
1292,Research & Development,Research Scientist,42,2372,1,2,Yes,No,0.4811,Medium
1293,Sales,Sales Executive,43,10231,21,4,No,No,0.1971,Low
1294,Research & Development,Manufacturing Director,36,5410,16,2,Yes,No,0.4023,Medium
1295,Research & Development,Healthcare Representative,44,7978,10,4,No,Yes,0.3676,Medium
1296,Research & Development,Laboratory Technician,28,3867,2,4,Yes,No,0.5925,High
1297,Research & Development,Laboratory Technician,51,2838,7,3,No,No,0.3511,Medium
1298,Research & Development,Manufacturing Director,30,4695,8,3,Yes,No,0.468,Medium
1299,Research & Development,Laboratory Technician,29,3339,7,3,Yes,Yes,0.7298,Critical
1301,Research & Development,Research Scientist,28,2080,3,1,No,No,0.4691,Medium
1303,Research & Development,Research Scientist,25,2096,2,2,No,No,0.5376,High
1304,Sales,Sales Executive,32,6209,10,4,No,No,0.1127,Low
1306,Research & Development,Manager,45,18061,0,2,No,No,0.2133,Low
1307,Research & Development,Manager,39,17123,19,2,Yes,No,0.3528,Medium
1308,Research & Development,Research Scientist,58,2372,2,3,No,No,0.279,Low
1309,Research & Development,Laboratory Technician,32,4883,10,3,No,Yes,0.1903,Low
1310,Research & Development,Research Scientist,39,3904,5,1,No,Yes,0.5272,High
1311,Research & Development,Laboratory Technician,30,4627,9,4,No,No,0.2035,Low
1312,Research & Development,Healthcare Representative,36,7094,7,3,No,No,0.2048,Low
1314,Human Resources,Human Resources,46,3423,7,1,No,No,0.2429,Low
1315,Research & Development,Laboratory Technician,28,6674,9,4,No,No,0.1346,Low
1317,Research & Development,Research Director,50,16880,3,1,Yes,No,0.3345,Medium
1318,Sales,Sales Executive,40,9094,5,2,Yes,Yes,0.7098,Critical
1319,Sales,Sales Executive,52,8446,8,2,Yes,Yes,0.8082,Critical
1321,Research & Development,Manager,30,11916,9,1,Yes,No,0.3585,Medium
1322,Research & Development,Manufacturing Director,39,4534,8,3,No,No,0.2878,Low
1324,Sales,Sales Executive,31,9852,10,3,Yes,No,0.3167,Medium
1329,Sales,Sales Executive,41,6151,19,2,No,No,0.4479,Medium
1331,Sales,Sales Representative,31,2302,3,2,Yes,Yes,0.7827,Critical
1333,Research & Development,Laboratory Technician,44,2362,3,1,No,Yes,0.4482,Medium
1334,Research & Development,Manager,42,17861,20,3,Yes,No,0.1517,Low
1336,Research & Development,Manager,55,19187,19,3,No,No,0.1782,Low
1338,Human Resources,Manager,56,19717,7,2,No,No,0.1698,Low
1340,Research & Development,Research Scientist,40,3544,4,3,No,No,0.3208,Medium
1344,Research & Development,Healthcare Representative,34,8500,9,4,No,No,0.1194,Low
1346,Research & Development,Research Scientist,40,4661,9,4,No,No,0.1805,Low
1349,Sales,Sales Executive,41,4103,9,1,No,No,0.1439,Low
1350,Research & Development,Research Scientist,35,4249,9,3,Yes,No,0.4721,Medium
1352,Human Resources,Manager,51,14026,33,2,Yes,No,0.1191,Low
1355,Sales,Sales Executive,38,6893,7,1,No,No,0.1694,Low
1356,Sales,Sales Executive,34,6125,10,1,No,No,0.3591,Medium
1358,Research & Development,Laboratory Technician,25,3669,3,4,No,No,0.2262,Low
1360,Research & Development,Manufacturing Director,58,10008,10,1,Yes,Yes,0.5356,High
1361,Research & Development,Laboratory Technician,40,2387,4,2,No,No,0.2706,Low
1362,Sales,Sales Executive,36,4639,15,1,No,No,0.2336,Low
1363,Research & Development,Manufacturing Director,48,7898,10,4,No,No,0.1226,Low
1364,Sales,Sales Representative,27,2534,1,4,No,No,0.4432,Medium
1367,Research & Development,Manufacturing Director,51,13142,5,2,No,No,0.1408,Low
1368,Research & Development,Laboratory Technician,18,1611,0,4,No,No,0.4414,Medium
1369,Research & Development,Laboratory Technician,35,5363,9,4,No,No,0.137,Low
1371,Sales,Sales Executive,27,5071,6,4,No,No,0.3711,Medium
1372,Sales,Sales Executive,55,13695,19,3,Yes,Yes,0.7103,Critical
1373,Research & Development,Manufacturing Director,56,13402,19,2,Yes,No,0.2967,Low
1374,Research & Development,Research Scientist,34,2029,5,3,No,No,0.274,Low
1375,Research & Development,Healthcare Representative,40,6377,12,3,No,No,0.1503,Low
1377,Research & Development,Laboratory Technician,34,5429,8,3,No,No,0.334,Medium
1379,Sales,Sales Representative,31,2785,1,4,No,Yes,0.6974,High
1380,Sales,Sales Executive,35,4614,4,3,Yes,Yes,0.6884,High
1382,Research & Development,Research Scientist,38,2610,4,3,No,No,0.1143,Low
1383,Research & Development,Healthcare Representative,34,6687,14,4,No,No,0.1552,Low
1387,Sales,Sales Executive,28,4724,5,1,No,No,0.4235,Medium
1389,Research & Development,Manufacturing Director,31,6179,10,3,Yes,Yes,0.46,Medium
1390,Sales,Sales Executive,39,6120,5,4,Yes,No,0.461,Medium
1391,Sales,Sales Executive,51,10596,4,2,No,No,0.3127,Medium
1392,Research & Development,Research Scientist,41,5467,6,4,Yes,No,0.2858,Low
1394,Research & Development,Research Scientist,37,2996,6,3,Yes,No,0.4408,Medium
1395,Sales,Sales Executive,33,9998,5,4,No,No,0.3905,Medium
1396,Sales,Sales Executive,32,4078,3,2,Yes,No,0.4597,Medium
1397,Research & Development,Healthcare Representative,39,10920,6,3,No,No,0.1387,Low
1399,Sales,Sales Executive,25,6232,3,3,No,No,0.4121,Medium
1401,Research & Development,Manufacturing Director,52,13247,5,3,Yes,No,0.2441,Low
1402,Research & Development,Research Scientist,43,4081,20,3,Yes,No,0.4744,Medium
1403,Sales,Sales Executive,27,5769,6,4,Yes,No,0.544,High
1405,Research & Development,Research Scientist,27,2394,8,3,Yes,Yes,0.8212,Critical
1407,Research & Development,Research Scientist,26,3904,4,4,No,No,0.3112,Medium
1408,Human Resources,Manager,42,16799,20,1,No,No,0.0689,Low
1409,Research & Development,Laboratory Technician,52,2950,5,1,No,No,0.5178,High
1411,Research & Development,Laboratory Technician,37,3629,3,3,No,No,0.4031,Medium
1412,Research & Development,Manufacturing Director,35,9362,2,4,No,No,0.3213,Medium
1415,Research & Development,Laboratory Technician,25,3229,3,4,No,No,0.3975,Medium
1417,Research & Development,Laboratory Technician,26,3578,7,1,No,No,0.2393,Low
1419,Human Resources,Human Resources,29,7988,10,1,No,No,0.3316,Medium
1420,Research & Development,Laboratory Technician,49,4284,4,1,No,Yes,0.7164,Critical
1421,Research & Development,Healthcare Representative,29,7553,8,4,Yes,Yes,0.7223,Critical
1422,Research & Development,Research Director,54,17328,20,4,No,No,0.1287,Low
1423,Research & Development,Research Director,58,19701,9,1,Yes,No,0.1265,Low
1424,Research & Development,Research Director,55,14732,7,4,No,No,0.0568,Low
1425,Sales,Sales Executive,36,9278,5,2,Yes,No,0.4718,Medium
1427,Sales,Sales Representative,31,1359,1,3,No,Yes,0.859,Critical
1428,Sales,Sales Executive,30,4779,3,1,No,No,0.3167,Medium
1430,Research & Development,Research Director,31,16422,3,2,No,No,0.268,Low
1431,Research & Development,Research Scientist,34,2996,4,1,No,No,0.251,Low
1433,Research & Development,Research Scientist,31,1261,1,2,No,Yes,0.8388,Critical
1434,Research & Development,Laboratory Technician,27,2099,5,1,No,No,0.4151,Medium
1435,Research & Development,Laboratory Technician,36,5810,10,4,No,No,0.2572,Low
1436,Sales,Sales Executive,36,5647,3,1,No,No,0.3945,Medium
1438,Research & Development,Research Scientist,47,3420,6,4,No,No,0.2663,Low
1439,Sales,Sales Representative,25,4400,3,1,No,Yes,0.7036,Critical
1440,Research & Development,Laboratory Technician,37,3500,6,3,No,No,0.253,Low
1441,Research & Development,Research Scientist,56,2066,3,1,No,No,0.2958,Low
1443,Research & Development,Research Director,47,17169,20,3,No,No,0.109,Low
1445,Sales,Sales Executive,24,4162,5,3,Yes,No,0.3526,Medium
1446,Sales,Sales Executive,32,9204,4,4,No,No,0.2179,Low
1447,Research & Development,Laboratory Technician,34,3294,5,2,No,No,0.3599,Medium
1448,Research & Development,Research Scientist,41,2127,4,3,Yes,No,0.586,High
1449,Research & Development,Laboratory Technician,40,3975,8,3,No,No,0.1303,Low
1453,Sales,Sales Executive,31,10793,13,4,No,No,0.2633,Low
1457,Sales,Sales Executive,46,10096,7,4,No,Yes,0.3708,Medium
1458,Research & Development,Laboratory Technician,39,3646,1,1,Yes,Yes,0.7851,Critical
1459,Research & Development,Manufacturing Director,31,7446,10,2,No,Yes,0.2968,Low
1460,Research & Development,Healthcare Representative,45,10851,7,1,Yes,No,0.342,Medium
1461,Human Resources,Human Resources,31,2109,3,2,No,No,0.3683,Medium
1464,Research & Development,Laboratory Technician,31,3722,2,4,Yes,Yes,0.8306,Critical
1465,Research & Development,Manufacturing Director,45,9380,3,4,Yes,No,0.3392,Medium
1466,Sales,Sales Executive,48,5486,2,1,No,No,0.2271,Low
1467,Human Resources,Human Resources,34,2742,2,3,No,Yes,0.635,High
1468,Research & Development,Research Director,40,13757,9,2,No,No,0.115,Low
1469,Sales,Sales Executive,28,8463,5,1,No,No,0.256,Low
1471,Research & Development,Laboratory Technician,44,3162,5,3,No,No,0.2279,Low
1472,Research & Development,Research Director,53,16598,9,2,No,No,0.137,Low
1473,Research & Development,Healthcare Representative,49,6651,3,3,No,No,0.1964,Low
1474,Research & Development,Research Scientist,40,2345,3,3,No,No,0.1791,Low
1475,Research & Development,Research Scientist,44,3420,5,2,No,No,0.3046,Medium
1477,Sales,Sales Executive,33,4373,4,1,No,No,0.2831,Low
1478,Sales,Sales Executive,34,4759,13,1,No,No,0.3257,Medium
1479,Sales,Sales Executive,30,5301,2,3,No,No,0.3993,Medium
1480,Research & Development,Laboratory Technician,42,3673,12,4,No,No,0.2625,Low
1481,Sales,Sales Executive,44,4768,1,3,No,No,0.4542,Medium
1482,Research & Development,Research Scientist,30,1274,1,3,No,No,0.3756,Medium
1483,Research & Development,Research Scientist,57,4900,12,3,No,No,0.1166,Low
1484,Research & Development,Healthcare Representative,49,10466,8,2,No,No,0.0871,Low
1485,Research & Development,Research Director,34,17007,14,1,No,No,0.2001,Low
1486,Sales,Sales Representative,28,2909,3,3,No,Yes,0.5683,High
1487,Sales,Sales Executive,29,5765,5,2,No,Yes,0.8691,Critical
1489,Sales,Sales Executive,34,4599,15,2,Yes,Yes,0.8641,Critical
1492,Sales,Sales Representative,35,2404,1,3,No,No,0.4549,Medium
1494,Research & Development,Laboratory Technician,24,3172,0,1,Yes,Yes,0.9326,Critical
1495,Sales,Sales Representative,24,2033,1,2,No,No,0.5657,High
1496,Research & Development,Manufacturing Director,44,10209,2,3,Yes,No,0.4751,Medium
1497,Sales,Sales Executive,29,8620,10,3,No,No,0.175,Low
1499,Human Resources,Human Resources,30,2064,5,3,No,No,0.209,Low
1501,Research & Development,Healthcare Representative,55,4035,3,3,Yes,No,0.2765,Low
1502,Research & Development,Laboratory Technician,33,3838,5,2,No,No,0.5347,High
1503,Sales,Sales Executive,47,4591,5,3,Yes,No,0.4156,Medium
1504,Research & Development,Laboratory Technician,28,2561,0,1,No,Yes,0.8423,Critical
1506,Research & Development,Research Scientist,28,1563,1,3,No,No,0.5248,High
1507,Sales,Sales Executive,28,4898,4,1,No,No,0.3709,Medium
1509,Research & Development,Laboratory Technician,49,4789,3,1,No,No,0.2958,Low
1513,Research & Development,Laboratory Technician,29,3180,3,2,No,No,0.2109,Low
1514,Research & Development,Manufacturing Director,28,6549,8,2,No,No,0.2514,Low
1515,Research & Development,Healthcare Representative,33,6388,0,3,Yes,No,0.5578,High
1516,Research & Development,Manager,32,11244,5,4,No,No,0.1656,Low
1520,Research & Development,Manager,54,16032,14,4,No,No,0.0697,Low
1522,Research & Development,Research Scientist,29,2362,9,1,No,Yes,0.7935,Critical
1523,Research & Development,Research Director,44,16328,20,1,No,No,0.1699,Low
1525,Research & Development,Manufacturing Director,39,8376,2,2,No,No,0.2494,Low
1527,Sales,Manager,46,16606,13,2,No,No,0.2129,Low
1529,Research & Development,Healthcare Representative,35,8606,11,2,No,No,0.2649,Low
1533,Research & Development,Laboratory Technician,23,2272,4,3,No,No,0.4874,Medium
1534,Research & Development,Laboratory Technician,40,2018,5,1,No,Yes,0.6976,High
1535,Sales,Sales Executive,34,7083,10,3,Yes,No,0.4024,Medium
1537,Research & Development,Research Scientist,31,4084,7,3,No,Yes,0.5772,High
1539,Research & Development,Research Director,50,14411,32,4,Yes,No,0.3821,Medium
1541,Sales,Sales Representative,34,2308,11,3,Yes,No,0.3958,Medium
1542,Research & Development,Laboratory Technician,42,4841,1,2,No,No,0.2953,Low
1543,Research & Development,Research Scientist,37,4285,10,4,No,No,0.2739,Low
1544,Research & Development,Healthcare Representative,29,9715,7,1,No,No,0.259,Low
1545,Research & Development,Manufacturing Director,33,4320,5,2,No,No,0.3249,Medium
1546,Research & Development,Research Scientist,45,2132,5,4,No,No,0.195,Low
1547,Research & Development,Healthcare Representative,42,10124,20,4,Yes,No,0.2493,Low
1548,Sales,Sales Executive,40,5473,8,1,No,No,0.3748,Medium
1549,Research & Development,Laboratory Technician,33,5207,15,3,Yes,No,0.4688,Medium
1550,Human Resources,Manager,40,16437,21,4,Yes,No,0.155,Low
1551,Research & Development,Laboratory Technician,24,2296,1,1,No,No,0.6444,High
1552,Research & Development,Healthcare Representative,40,4069,2,4,Yes,No,0.3386,Medium
1553,Research & Development,Healthcare Representative,45,7441,10,2,No,No,0.2268,Low
1554,Sales,Sales Representative,35,2430,5,3,No,No,0.3281,Medium
1555,Research & Development,Research Scientist,32,5878,7,2,No,No,0.2115,Low
1556,Sales,Sales Representative,36,2644,3,4,Yes,No,0.4952,Medium
1557,Sales,Sales Executive,48,6439,8,3,No,No,0.3054,Medium
1558,Research & Development,Research Scientist,29,2451,1,3,No,No,0.4649,Medium
1560,Sales,Sales Executive,33,6392,2,1,No,No,0.4458,Medium
1562,Sales,Sales Executive,30,9714,10,1,No,Yes,0.5113,High
1563,Human Resources,Human Resources,38,6077,6,3,No,No,0.1948,Low
1564,Research & Development,Laboratory Technician,35,2450,3,1,No,No,0.361,Medium
1568,Sales,Sales Executive,30,9250,4,2,No,No,0.3341,Medium
1569,Research & Development,Laboratory Technician,35,2074,1,1,Yes,Yes,0.8618,Critical
1572,Research & Development,Manufacturing Director,53,10169,33,4,No,Yes,0.0904,Low
1573,Research & Development,Manufacturing Director,38,4855,5,2,No,Yes,0.2824,Low
1574,Research & Development,Research Scientist,32,4087,6,1,No,No,0.2205,Low
1576,Research & Development,Research Scientist,48,2367,8,1,No,No,0.3774,Medium
1577,Research & Development,Research Scientist,34,2972,1,4,No,No,0.5534,High
1578,Sales,Manager,55,19586,36,4,No,No,0.1129,Low
1580,Research & Development,Research Scientist,34,5484,2,4,No,No,0.296,Low
1581,Research & Development,Research Scientist,26,2061,1,4,No,No,0.6573,High
1582,Sales,Sales Executive,38,9924,9,2,No,No,0.2282,Low
1583,Sales,Sales Executive,38,4198,3,2,No,No,0.3847,Medium
